"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FRA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1994",75.282,
"FRA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1995",79.101,"B"
"FRA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1996",78.991,
"FRA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1997",79.085,
"FRA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1998",78.974,
"FRA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1999",78.923,
"FRA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2000",78.88,
"FRA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2001",78.912,
"FRA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2002",79.175,
"FRA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2003",78.778,"B"
"FRA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2004",78.786,
"FRA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2005",78.685,
"FRA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2006",77.246,"B"
"FRA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2007",77.058,
"FRA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2008",76.518,
"FRA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2009",76.535,
"FRA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2010",76.29,
"FRA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2011",76.041,
"FRA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2012",76.121,
"FRA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2013",76.275,
"FRA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2014",76.542,
"FRA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2015",76.637,
"FRA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2016",83.065,
"FRA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2017",83.268,
"FRA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2018",83.633,
"FRA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2019",83.735,"E"
"DEU","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1970",71.415,
"DEU","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1971",73.359,
"DEU","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1972",74.444,
"DEU","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1973",75.902,
"DEU","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1974",77.168,
"DEU","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1975",78.087,
"DEU","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1976",78.048,
"DEU","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1977",77.862,
"DEU","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1978",77.847,
"DEU","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1979",77.665,
"DEU","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1980",77.839,
"DEU","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1981",77.879,
"DEU","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1982",77.307,
"DEU","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1983",76.368,
"DEU","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1984",76.616,
"DEU","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1985",76.582,
"DEU","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1986",76.853,
"DEU","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1987",76.735,
"DEU","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1988",76.494,
"DEU","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1989",75.134,
"DEU","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1990",75.441,
"DEU","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1992",79.595,"B"
"DEU","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1993",78.997,
"DEU","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1994",79.309,
"DEU","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1995",80.199,
"DEU","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1996",80.83,
"DEU","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1997",79.531,
"DEU","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1998",78.943,
"DEU","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1999",78.675,
"DEU","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2000",78.096,
"DEU","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2001",78.053,
"DEU","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2002",77.615,
"DEU","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2003",77.116,
"DEU","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2004",75.553,
"DEU","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2005",75.339,
"DEU","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2006",74.935,
"DEU","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2007",74.923,
"DEU","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2008",75.053,
"DEU","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2009",83.337,
"DEU","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2010",83.244,
"DEU","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2011",83.109,
"DEU","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2012",82.968,
"DEU","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2013",83.833,
"DEU","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2014",84.205,
"DEU","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2015",84.173,
"DEU","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2016",84.309,
"DEU","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2017",84.522,
"DEU","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2018",84.56,
"DEU","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2019",84.989,"P"
"GRC","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1988",54.107,
"GRC","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1989",56.324,
"GRC","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1990",54.124,
"GRC","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1991",54.218,
"GRC","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1992",55.661,
"GRC","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1993",55.645,
"GRC","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1994",51.382,
"GRC","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1995",52.85,
"GRC","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1996",54.133,
"GRC","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1997",53.898,
"GRC","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1998",53.287,
"GRC","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1999",54.8,
"GRC","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2000",61.626,
"GRC","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2001",63.206,
"GRC","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2002",60.458,
"GRC","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2003",59.864,"B"
"GRC","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2004",58.624,
"GRC","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2005",60.834,
"GRC","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2006",61.609,
"GRC","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2007",63.338,
"GRC","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2008",65.336,
"GRC","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2009",68.32,
"GRC","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2010",68.906,
"GRC","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2011",65.703,
"GRC","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2012",66.105,
"GRC","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2013",61.701,
"GRC","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2014",57.673,
"GRC","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2015",57.584,
"GRC","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2016",60.736,
"GRC","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2017",60.456,
"GRC","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2018",58.749,
"GRC","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2019",59.235,"E"
"HUN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1991",88.128,
"HUN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1992",86.915,
"HUN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1993",86.387,
"HUN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1994",86.243,
"HUN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1995",82.854,
"HUN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1996",80.702,
"HUN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1997",80.05,
"HUN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1998",73.903,"B"
"HUN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1999",71.248,
"HUN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2000",69.646,
"HUN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2001",68.17,
"HUN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2002",69.566,
"HUN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2003",70.543,"B"
"HUN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2004",70.391,
"HUN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2005",70.69,
"HUN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2006",70.784,
"HUN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2007",68.903,
"HUN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2008",68.903,
"HUN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2009",68.336,
"HUN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2010",67.106,
"HUN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2011",66.525,
"HUN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2012",65.533,
"HUN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2013",66.649,
"HUN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2014",67.098,
"HUN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2015",68.189,
"HUN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2016",68.1,
"HUN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2017",69.141,
"HUN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2018",69.452,
"HUN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2019",69.395,"P"
"ISL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1970",66.204,"D"
"ISL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1971",66.578,"D"
"ISL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1972",81.622,"D"
"ISL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1973",82.143,"D"
"ISL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1974",87.484,"D"
"ISL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1975",87.131,"D"
"ISL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1976",86.957,"D"
"ISL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1977",87.228,"D"
"ISL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1978",89.583,"D"
"ISL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1979",89.504,"D"
"ISL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1980",87.685,"B"
"ISL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1981",88.229,
"ISL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1982",88.477,
"ISL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1983",89.021,
"ISL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1984",86.306,
"ISL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1985",86.362,
"ISL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1986",85.901,
"ISL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1987",86.741,
"ISL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1988",86.626,
"ISL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1989",86.036,
"ISL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1990",86.187,
"ISL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1991",86.234,
"ISL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1992",84.388,
"ISL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1993",82.872,
"ISL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1994",83.148,
"ISL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1995",83.476,
"ISL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1996",82.939,
"ISL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1997",81.655,
"ISL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1998",79.897,
"ISL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1999",81.1,
"ISL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2000",80.573,
"ISL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2001",80.526,
"ISL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2002",81.433,
"ISL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2003",81.666,
"ISL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2004",81.21,"D"
"ISL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2005",81.364,"D"
"ISL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2006",81.954,"D"
"ISL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2007",82.514,"D"
"ISL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2008",82.597,"D"
"ISL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2009",81.982,"D"
"ISL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2010",80.428,"D"
"ISL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2011",80.056,"B"
"ISL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2012",79.934,
"ISL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2013",80.243,
"ISL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2014",80.499,
"ISL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2015",80.822,
"ISL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2016",81.51,
"ISL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2017",81.865,
"ISL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2018",82.372,
"ISL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2019",82.895,"P"
"IRL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1970",76.111,
"IRL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1971",68.362,
"IRL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1972",71.478,
"IRL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1973",75.436,
"IRL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1974",76.774,
"IRL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1975",83.534,
"IRL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1976",82.095,
"IRL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1977",80.454,
"IRL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1978",80.628,
"IRL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1979",82.332,
"IRL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1980",80.797,
"IRL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1981",82.044,
"IRL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1982",81.863,
"IRL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1983",80.149,
"IRL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1984",77.664,
"IRL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1985",76.524,
"IRL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1986",75.485,
"IRL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1987",73.654,
"IRL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1988",72.252,
"IRL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1989",73.936,
"IRL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1990",73.183,
"IRL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1991",73.664,
"IRL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1992",74.323,
"IRL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1993",74.781,
"IRL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1994",74.53,
"IRL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1995",74.112,
"IRL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1996",73.523,
"IRL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1997",74.601,
"IRL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1998",75.131,
"IRL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1999",75.483,
"IRL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2000",77.514,
"IRL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2001",78.439,
"IRL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2002",78.991,
"IRL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2003",78.763,
"IRL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2004",78.916,
"IRL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2005",78.868,
"IRL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2006",77.825,
"IRL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2007",79.233,
"IRL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2008",79.321,
"IRL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2009",77.072,
"IRL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2010",76.178,
"IRL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2011",72.342,"B"
"IRL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2012",72.074,
"IRL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2013",71.186,
"IRL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2014",71.016,
"IRL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2015",72.04,
"IRL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2016",72.443,
"IRL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2017",72.786,
"IRL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2018",73.891,
"IRL","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2019",74.278,"P"
"ITA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1988",81.062,
"ITA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1989",80.045,
"ITA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1990",81.308,
"ITA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1991",81.148,
"ITA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1992",80.831,
"ITA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1993",78.561,
"ITA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1994",76.337,
"ITA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1995",71.264,"B"
"ITA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1996",71.307,
"ITA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1997",71.25,
"ITA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1998",70.605,
"ITA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1999",70.963,
"ITA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2000",72.638,
"ITA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2001",74.623,
"ITA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2002",74.959,
"ITA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2003",75.334,
"ITA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2004",76.244,
"ITA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2005",77.489,
"ITA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2006",77.75,
"ITA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2007",77.488,
"ITA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2008",77.675,
"ITA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2009",78.305,
"ITA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2010",78.454,
"ITA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2011",77.012,
"ITA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2012",75.877,"B"
"ITA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2013",75.759,
"ITA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2014",75.425,
"ITA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2015",74.435,
"ITA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2016",74.401,
"ITA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2017",73.735,
"ITA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2018",73.888,
"ITA","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2019",74.146,"P"
"JPN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1970",69.811,"D"
"JPN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1971",65.738,"D"
"JPN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1972",67.663,"D"
"JPN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1973",68.825,"D"
"JPN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1974",74.127,"D"
"JPN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1975",72.039,"D"
"JPN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1976",75.117,"D"
"JPN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1977",72.794,"D"
"JPN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1978",76.046,"D"
"JPN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1979",74.307,"D"
"JPN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1980",71.294,"D"
"JPN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1981",70.998,"D"
"JPN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1982",70.986,"D"
"JPN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1983",72.777,"D"
"JPN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1984",72.873,"D"
"JPN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1985",70.724,"D"
"JPN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1986",72.423,"D"
"JPN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1987",73.657,"D"
"JPN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1988",75.181,"D"
"JPN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1989",76.641,"D"
"JPN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1990",77.594,"D"
"JPN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1991",78.33,"D"
"JPN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1992",78.135,"D"
"JPN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1993",79.197,"D"
"JPN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1994",78.61,"D"
"JPN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1995",81.752,
"JPN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1996",81.752,
"JPN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1997",80.782,
"JPN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1998",80.102,
"JPN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1999",80.057,
"JPN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2000",80.431,
"JPN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2001",80.964,
"JPN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2002",80.753,
"JPN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2003",79.964,
"JPN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2004",80.274,
"JPN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2005",81.168,
"JPN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2006",80.322,
"JPN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2007",81.249,
"JPN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2008",81.171,
"JPN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2009",81.294,
"JPN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2010",81.927,
"JPN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2011",83.741,"B"
"JPN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2012",83.931,
"JPN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2013",84.261,
"JPN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2014",84.118,
"JPN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2015",84.083,
"JPN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2016",84.037,
"JPN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2017",84.215,
"JPN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2018",84.089,"P"
"JPN","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2019",84.266,"E"
"KOR","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1970",9.085,
